relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,freelancermap,Freelancer (m/w/d) Bauleitung Tiefbau,Freelancermap Client,Ulm Deutschland,On-site,Freelance,,Freelancer,English,Freelancer,,05.08.2026,https://www.freelancermap.de/projekt/freelancer-m-w-d-bauleitung-tiefbau,2026-08-17T11:00:52.451330+00:00
14,Tester | Germany,freelancermap,Senior Entwickler für KI-gestützten Hausverwaltungs-Copilot gesucht,Freelancermap Client,Düsseldorf Deutschland,On-site,Freelance,,"Senior, R",English,Senior,,04.08.2026,https://www.freelancermap.de/projekt/senior-entwickler-fuer-ki-gestuetzten-hausverwaltungs-copilot-gesucht,2026-08-17T11:00:52.451447+00:00
14,Tester | Germany,freelancermap,Drupal Developer / Web Design Freelancer,Freelancermap Client,Koblenz Deutschland,On-site,Freelance,,Freelancer,English,Freelancer,,04.08.2026,https://www.freelancermap.de/projekt/drupal-developer-web-design-freelancer,2026-08-17T11:00:52.451559+00:00
14,Tester | Germany,freelancermap,Senior Fullstack Entwickler (m/w/d) - Wertpapierhandel | Frankfurt | Befristete Festanstellung,Freelancermap Client,Frankfurt Deutschland,On-site,Freelance,,Senior,English,Senior,,10.08.2026,https://www.freelancermap.de/projekt/senior-fullstack-entwickler-m-w-d-frankfurt-befristete-festanstellung-3033534,2026-08-17T11:00:52.451692+00:00
14,Tester | Germany,freelancermap,Interim Payroll Experte (m/w/d) LOGA Krankenhausbranche,Freelancermap Client,Dortmund Deutschland,On-site,Freelance,,Expert,English,Expert,,10:55,https://www.freelancermap.de/projekt/interim-payroll-experte-m-w-d-loga-krankenhausbranche,2026-08-17T11:00:52.452043+00:00
14,Tester | Germany,freelancermap,070A90-MB: Senior Tech Lead Java / AWS / Kubernetes (m/w/d),Freelancermap Client,Frankfurt am Main Deutschland,On-site,Freelance,Java,"Tech Lead, Senior, Aws, Lead, Kubernetes",English,"Lead, Senior",,10:47,https://www.freelancermap.de/projekt/070a90-mb-senior-tech-lead-java-aws-kubernetes-m-w-d,2026-08-17T11:00:52.452135+00:00
14,Tester | Germany,freelancermap,472AE2-MB: SAP UI5 Solution Architect (m/w/d),Freelancermap Client,Frankfurt am Main Deutschland,On-site,Freelance,,"Architect, Solution Architect",English,Architect,,10:47,https://www.freelancermap.de/projekt/472ae2-mb-sap-ui5-solution-architect-m-w-d,2026-08-17T11:00:52.452225+00:00
14,Tester | Germany,freelancermap,Senior Java Developer (m/w/d),Freelancermap Client,Frankfurt am Main (60488) Deutschland,On-site,Freelance,Java,Senior,English,Senior,,10:44,https://www.freelancermap.de/projekt/senior-java-developer-m-w-d-3036270,2026-08-17T11:00:52.452525+00:00
14,Tester | Germany,freelancermap,Senior API & Integration Engineer (m/w/d) | 60% Remote | Frankfurt | JBA14783,Freelancermap Client,Frankfurt Deutschland,Remote,Freelance,,Senior,English,Senior,,10:43,https://www.freelancermap.de/projekt/senior-api-und-integration-engineer-m-w-d-60-prozent-remote-frankfurt-jba14783,2026-08-17T11:00:52.452623+00:00
14,Tester | Germany,freelancermap,ITP-923: Trifecta System Architect m/w/d,Freelancermap Client,Hannover Deutschland,On-site,Freelance,,"Architect, System Architect",English,"Architect, System Architect",,10:40,https://www.freelancermap.de/projekt/itp-923-trifecta-system-architect-m-w-d,2026-08-17T11:00:52.452825+00:00
14,Test Automation | Germany,freelancermap,SAP OM/BP Experte (m/w/d) | Versicherungsumfeld | Projektleitung & Beratung,"Computer Futures, ein Geschäftszweig der SThree GmbH",Düsseldorf Deutschland,Remote,Freelance,,Expert,German,Expert,,11:05,https://www.freelancermap.de/projekt/sap-om-bp-experte-m-w-d-versicherungsumfeld-projektleitung-und-beratung,2026-08-17T11:05:37.377125+00:00
14,Firmware Engineer | Germany,freelancermap,SAP Digital Manufacturing (SAP DM) Experte / Solution Architect (m/w/d),Freelancermap Client,Remote Deutschland,Remote,Freelance,,"Architect, Expert, Solution Architect",English,"Architect, Expert",,11:08,https://www.freelancermap.de/projekt/sap-digital-manufacturing-sap-dm-experte-solution-architect-m-w-d,2026-08-17T11:09:11.275253+00:00
14,Firmware Engineer | Germany,freelancermap,SAP Customer Service (CS) Experte / Solution Architect (m/w/d),Westhouse Consulting GmbH,Remote Deutschland,Remote,Freelance,,"Architect, Associate, Solution Architect, R, Expert",German,"Architect, Expert",,11:08,https://www.freelancermap.de/projekt/sap-customer-service-cs-experte-solution-architect-m-w-d,2026-08-17T11:09:11.275354+00:00
0,Tester | Germany,freelancermap,Fullstack-Entwickler GO+Typescript,Freelancermap Client,Tübingen Deutschland,On-site,Freelance,"Go, Typescript",,English,,,14.08.2026,https://www.freelancermap.de/projekt/fullstack-entwickler-go-typescript,2026-08-17T11:00:52.450933+00:00
0,Tester | Germany,freelancermap,Erfahrener Project Documentation Engineer für internationalen Maschinen- und Anlagenbau,Freelancermap Client,Düsseldorf Deutschland,On-site,Freelance,,R,German,,,23.07.2026,https://www.freelancermap.de/projekt/erfahrener-project-documentation-engineer-fuer-internationalen-maschinen-und-anlagenbau,2026-08-17T11:00:52.451091+00:00
0,Tester | Germany,freelancermap,"Vertriebspartner gesucht: 30 % Provision & Bestandsübernahme | Shopware, Magento, Shopify, KI",Freelancermap Client,Rosenheim Deutschland,On-site,Freelance,,,English,,,11.08.2026,https://www.freelancermap.de/projekt/vertrieb-vermittlung-fuer-coding-9-gmbh-shopware-magento-shopify-ki,2026-08-17T11:00:52.451212+00:00
0,Tester | Germany,freelancermap,"100% Remote: Linguist / Übersetzer (m/w/d) Griechisch, Kroatisch, Litauisch, Norwegisch, Ungarisch",Freelancermap Client,Berlin Deutschland,Remote,Freelance,,,English,,,10:58,https://www.freelancermap.de/projekt/100-prozent-remote-linguist-uebersetzer-m-w-d-griechisch-kroatisch-litauisch-norwegisch-ungarisch,2026-08-17T11:00:52.451820+00:00
0,Tester | Germany,freelancermap,Interim Manager Vertriebsinnendienst / Order-to-Cash (m/w/d),Freelancermap Client,Oberbayern Deutschland,On-site,Freelance,,,English,,,10:55,https://www.freelancermap.de/projekt/interim-manager-vertriebsinnendienst-order-to-cash-m-w-d,2026-08-17T11:00:52.451918+00:00
0,Tester | Germany,freelancermap,03DD91-MB: SAP PM ABAP Developer (m/w/d),Freelancermap Client,Frankfurt am Main Deutschland,On-site,Freelance,,,English,,,10:47,https://www.freelancermap.de/projekt/03dd91-mb-sap-pm-abap-developer-m-w-d,2026-08-17T11:00:52.452316+00:00
0,Tester | Germany,freelancermap,Telefonist/in für Terminvereinbarung im Bereich Bausparen gesucht,Freelancermap Client,Germany,On-site,Freelance,,R,English,,,10:45,https://www.freelancermap.de/projekt/telefonist-in-fuer-terminvereinbarung-im-bereich-bausparen-gesucht,2026-08-17T11:00:52.452432+00:00
0,Tester | Germany,freelancermap,QA Manager & ServiceNow Support (m/w/d),Freelancermap Client,Heilbronn Deutschland,On-site,Freelance,,,English,,,10:41,https://www.freelancermap.de/projekt/qa-manager-und-servicenow-support-m-w-d,2026-08-17T11:00:52.452727+00:00
0,Tester | Germany,freelancermap,Rohrvorrichter / Pipe Fitter (m/w/d),Freelancermap Client,International Deutschland,On-site,Freelance,,,English,,,10:38,https://www.freelancermap.de/projekt/rohrvorrichter-pipe-fitter-m-w-d,2026-08-17T11:00:52.452923+00:00
0,Tester | Germany,freelancermap,Automotive Testing (m/w/d),Freelancermap Client,D8 Deutschland,On-site,Freelance,,,English,,,10:38,https://www.freelancermap.de/projekt/automotive-testing-m-w-d,2026-08-17T11:00:52.453042+00:00
0,Test Automation | Germany,freelancermap,Technischer Projektleiter Messtechnik / Maschinenbau (m/w/d) in Hannover / ZCRE238235,Freelancermap Client,Langenhagen Deutschland,On-site,Freelance,,Project Manager,English,,,11:05,https://www.freelancermap.de/projekt/technischer-projektleiter-messtechnik-maschinenbau-m-w-d-in-hannover-zcre238235,2026-08-17T11:05:37.377214+00:00
0,Python Test | Remote,freelancermap,Westhouse Job: Referent Risikomanagement Fremdpersonal (m/w/d),Freelancermap Client,Düsseldorf + Remote Deutschland,Remote,Freelance,,,English,,,11:08,https://www.freelancermap.de/projekt/westhouse-job-referent-risikomanagement-fremdpersonal-m-w-d,2026-08-17T11:08:52.840084+00:00
