relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,freelancermap,Senior Linux / Puppet Engineer (m/w/d) – langfristiges Projekt im Behördenumfeld (bis zu 4 Jahre),Freelancermap Client,Regensburg Deutschland,On-site,Freelance,,"Linux, Puppet, Senior",English,Senior,,28.03.2026,https://www.freelancermap.de/projekt/freelancer-gesucht-linux-puppet-consultant-langfristiges-projekt-4-jahre,2026-04-13T11:42:41.215313+00:00
14,Tester | Germany,freelancermap,Senior Entwickler Webtechnologien (m/w/d) gesucht 100 % Remote und kostenloser Einarbeitungszeit,Freelancermap Client,Nürnberg Deutschland,Remote,Freelance,,Senior,German,Senior,,11:38,https://www.freelancermap.de/projekt/senior-entwickler-webtechnologien-m-w-d-gesucht-100-prozent-remote-und-kostenloser-einarbeitungszeit,2026-04-13T11:42:41.215443+00:00
14,Tester | Germany,freelancermap,SAP LO-VC Berater / Entwickler (m/w/d) – Remote – Langfristprojekt,Freelancermap Client,REMOTE Deutschland,Remote,Freelance,,Consultant,English,Consultant,,11:35,https://www.freelancermap.de/projekt/sap-lo-vc-berater-entwickler-m-w-d-remote-langfristprojekt,2026-04-13T11:42:41.215652+00:00
14,Tester | Germany,freelancermap,90% Remote: PEGA Solution Architect (m/w/d) Low-Code + Kostenlose Einarbeitung,Freelancermap Client,Nürnberg Deutschland,Remote,Freelance,,"Architect, Solution Architect",English,Architect,,11:32,https://www.freelancermap.de/projekt/90-prozent-remote-pega-solution-architect-m-w-d-low-code-kostenlose-einarbeitung,2026-04-13T11:42:41.215759+00:00
14,Tester | Germany,freelancermap,Senior Developer / Solution Architect – Prozessautomatisierung & Integration,Freelancermap Client,Düsseldorf Deutschland,On-site,Freelance,,"Architect, Senior, Solution Architect",English,"Architect, Senior",,11:25,https://www.freelancermap.de/projekt/senior-developer-solution-architect-prozessautomatisierung-und-integration,2026-04-13T11:42:41.216070+00:00
14,Tester | Germany,freelancermap,"Consultant Natural Security, ADABAS und IBMz/OS (m/w)",Freelancermap Client,Stuttgart Deutschland,On-site,Freelance,,Consultant,German,Consultant,,11:17,https://www.freelancermap.de/projekt/consultant-natural-security-adabas-und-ibmz-os-m-w,2026-04-13T11:42:41.216170+00:00
14,Tester | Germany,freelancermap,FREELANCE // Senior Consultant Materiallogistik & Fertigungssteuerung (m/w/d) // Langläufer,Freelancermap Client,München Deutschland,On-site,Freelance,,"Senior, Consultant",English,"Consultant, Senior",,11:16,https://www.freelancermap.de/projekt/freelance-senior-consultant-materiallogistik-und-fertigungssteuerung-m-w-d-langlaeufer,2026-04-13T11:42:41.216279+00:00
14,Tester | Germany,freelancermap,Senior Backend Platform & Reliability Engineer (m/f/d) ( Nearshore - Europe),Freelancermap Client,Stuttgart Deutschland,On-site,Freelance,,Senior,English,Senior,,11:01,https://www.freelancermap.de/projekt/senior-backend-platform-und-reliability-engineer-m-f-d-nearshore-europe,2026-04-13T11:42:41.216716+00:00
14,Tester | Germany,freelancermap,Senior Java Entwickler (m/w/d) - überwiegend remote,Freelancermap Client,Nürnberg Deutschland,Remote,Freelance,Java,Senior,English,Senior,,11:01,https://www.freelancermap.de/projekt/senior-java-entwickler-m-w-d-ueberwiegend-remote-2989103,2026-04-13T11:42:41.216905+00:00
14,Tester | Germany,freelancermap,IT Solution Architect ab Oktober gesucht | 3-5 Tage / Woche,Freelancermap Client,Mannheim Deutschland,On-site,Freelance,,"Architect, Solution Architect",English,Architect,,10:56,https://www.freelancermap.de/projekt/it-solution-architect-ab-oktober-gesucht-3-5-tage-woche,2026-04-13T11:42:41.217096+00:00
