relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,freelancermap,Senior z/OS Systemprogrammierer (m/w/d) – Remote – langfristig,Freelancermap Client,Köln Deutschland,Remote,Freelance,,Senior,English,Senior,,20.08.2026,https://www.freelancermap.de/projekt/senior-z-os-spezialisten-m-w-d-managed-service-und-eignungspartnerschaft,2026-08-24T11:04:38.895357+00:00
14,Tester | Germany,freelancermap,Freelancer für KI-gestützte Website-Erstellung & SEO (White Label),Freelancermap Client,Germany,On-site,Freelance,,"Freelancer, R",English,Freelancer,,09:33,https://www.freelancermap.de/projekt/freelancer-fuer-ki-gestuetzte-website-erstellung-und-seo-white-label,2026-08-24T11:04:38.895682+00:00
14,Tester | Germany,freelancermap,Power BI / MS Fabric Consultant,Freelancermap Client,Munich  Deutschland,On-site,Freelance,,Consultant,English,Consultant,,10:43,https://www.freelancermap.de/projekt/power-bi-ms-fabric-consultant,2026-08-24T11:04:38.895872+00:00
14,Tester | Germany,freelancermap,Senior SAP Ariba Expert (m/f/d)_Stuttgart/Remote_6M++,Freelancermap Client,GR Stuttgart Deutschland,Remote,Freelance,,"Senior, Expert",English,"Expert, Senior",,10:38,https://www.freelancermap.de/projekt/senior-sap-ariba-expert-m-f-d-stuttgart-remote-6m-3039198,2026-08-24T11:04:38.895964+00:00
14,Tester | Germany,freelancermap,BOARD BI Consultant,Freelancermap Client,Munich Deutschland,On-site,Freelance,,Consultant,English,Consultant,,10:35,https://www.freelancermap.de/projekt/board-bi-consultant-3039196,2026-08-24T11:04:38.896053+00:00
14,Tester | Germany,freelancermap,Senior Microsoft SQL Administrator mit SÜ2 (m/w/d) – Festanstellung,Freelancermap Client,Mainz Deutschland,On-site,Freelance,,"Senior, Sql",German,Senior,,10:31,https://www.freelancermap.de/projekt/senior-microsoft-sql-administrator-mit-sue2-m-w-d-festanstellung,2026-08-24T11:04:38.896095+00:00
14,Tester | Germany,freelancermap,Senior SAP TM (AMS Support) - Remote - 2-3 days/week,Freelancermap Client,Germany Deutschland,Remote,Freelance,,Senior,English,Senior,,10:21,https://www.freelancermap.de/projekt/senior-sap-tm-ams-support-remote-2-3-days-week,2026-08-24T11:04:38.896271+00:00
14,Test Engineer | Austria,freelancermap,Senior Database Specialist / Data Migration Expert (m/w/d),Freelancermap Client,REMOTE + Ternine in Bonn Deutschland,Remote,Freelance,,"Senior, Expert",English,"Expert, Senior",,11:06,https://www.freelancermap.de/projekt/senior-database-specialist-data-migration-expert-m-w-d,2026-08-24T11:07:09.884989+00:00
14,Test Engineer | Remote,freelancermap,Senior SAP SD Consultant - South Germany,Freelancermap Client,Freiburg im Breisgau (79098) Deutschland,On-site,Freelance,,"Consultant, Senior",English,"Consultant, Senior",,11:07,https://www.freelancermap.de/projekt/senior-sap-sd-consultant-south-germany,2026-08-24T11:07:42.338637+00:00
14,Test Engineer | Remote,freelancermap,Lead SAP EWM Consultant - Hamburg,Freelancermap Client,Hamburg Deutschland,On-site,Freelance,,"Consultant, Lead",English,"Consultant, Lead",,11:07,https://www.freelancermap.de/projekt/lead-sap-ewm-consultant-hamburg,2026-08-24T11:07:42.338724+00:00
