relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
0,Tester | Germany,hays,Tester  (m/w/d),Hays Client,Kemnath,On-site,Contract,,R,German,,,08.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-tester--kemnath-869305/1,2026-04-30T11:48:25.253758+00:00
0,Tester | Germany,hays,Systemingenieur (m/w/d),Hays Client,Großraum Bonn,On-site,Contract,,,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemingenieur-grossraum-bonn-867591/1,2026-04-30T11:48:25.254019+00:00
0,Tester | Germany,hays,Test- und Fehler-Manager UI/UX und Telematik (m/w/d),Hays Client,Affalterbach,On-site,Contract,Test Automation,R,German,,,24.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test--und-fehler-manager-ui-ux-und-telematik-affalterbach-867526/1,2026-04-30T11:48:25.254276+00:00
0,Tester | Germany,hays,Multifunktionsoperator/Chemielaborant (m/w/d),Hays Client,Rotkreuz,On-site,Contract,,,German,,,24.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-multifunktionsoperator-chemielaborant-rotkreuz-867437/1,2026-04-30T11:48:25.254582+00:00
0,Tester | Germany,hays,OBD Systemvalidierung (m/w/d),Hays Client,Affalterbach,On-site,Contract,Hil,R,German,,,19.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-obd-systemvalidierung-affalterbach-859849/1,2026-04-30T11:48:25.254837+00:00
0,Tester | Germany,hays,BTV Getriebe eBike Systems  (m/w/d),Hays Client,Reutlingen,On-site,Contract,,R,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-btv-getriebe-ebike-systems--reutlingen-865651/1,2026-04-30T11:48:25.255096+00:00
0,Tester | Germany,hays,Testspezialist (m/w/d),Hays Client,Berlin,On-site,Contract,Java,R,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testspezialist-berlin-865551/1,2026-04-30T11:48:25.255417+00:00
0,QA Engineer | Germany,hays,Project Engineer (m/w/d),Hays Client,Singen,On-site,Contract,C,,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-singen-872232/1,2026-04-30T11:48:48.275523+00:00
0,QA Engineer | Germany,hays,Product Quality Engineer QC (m/w/d),Hays Client,Zug,On-site,Contract,,R,German,,,13.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-quality-engineer-qc-zug-869844/1,2026-04-30T11:48:48.275832+00:00
0,QA Engineer | Germany,hays,QA Engineer for Conversational AI and Test Automation (m/f/d),Hays Client,Vienna,Remote,Contract,Test Automation,,English,,,08.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-qa-engineer-for-conversational-ai-and-test-automation-vienna-869239/1,2026-04-30T11:48:48.276410+00:00
0,QA Engineer | Germany,hays,Devops Engineer (m/w/d),Hays Client,Kreis Unna,On-site,Contract,Java,"Devops, Angular, Docker, Git, Spring Boot, Intern",German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-kreis-unna-861212/1,2026-04-30T11:48:48.276679+00:00
0,Test Engineer | Germany,hays,Test Engineer Bremssysteme (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-bremssysteme-erlangen-863233/1,2026-04-30T11:49:13.359556+00:00
0,Test Engineer | Germany,hays,Validation Test Engineer (m/w/d),Hays Client,Raunheim,On-site,Contract,,,German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validation-test-engineer-raunheim-871596/1,2026-04-30T11:49:13.359854+00:00
0,Test Engineer | Germany,hays,Security Engineer Web (m/w/d),Hays Client,Bayern,On-site,Contract,,,German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-engineer-web-bayern-861381/1,2026-04-30T11:49:13.360122+00:00
0,Test Engineer | Germany,hays,Development Engineer im Pharmaumfeld (m/w/d),Hays Client,Mannheim,On-site,Contract,,,German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-development-engineer-im-pharmaumfeld-mannheim-871587/1,2026-04-30T11:49:13.360480+00:00
0,Test Engineer | Germany,hays,Network & Security Engineer  (m/w/d),Hays Client,Bayern,Remote,Contract,,R,German,,,20.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-network-security-engineer--bayern-870850/1,2026-04-30T11:49:13.360754+00:00
0,Test Engineer | Germany,hays,Development Engineer (m/w/d),Hays Client,Böblingen,On-site,Contract,,,German,,,17.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-development-engineer-boeblingen-870606/1,2026-04-30T11:49:13.361032+00:00
0,Test Engineer | Germany,hays,System Engineer Diagnostics & Maintenance Digital Systems (m/w/d),Hays Client,Kassel,On-site,Contract,,"Canoe, R",German,,,15.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-engineer-diagnostics-maintenance-digital-systems-kassel-870152/1,2026-04-30T11:49:13.361340+00:00
0,Test Engineer | Germany,hays,DevOps Platform Engineer (m/w/d),Hays Client,Wiesbaden,On-site,Contract,,"R, Devops",German,,,10.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-platform-engineer-wiesbaden-867509/1,2026-04-30T11:49:13.361620+00:00
0,Test Engineer | Germany,hays,Product Security Engineer (m/w/d),Hays Client,Raum Schweinfurth,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-security-engineer-raum-schweinfurth-863935/1,2026-04-30T11:49:13.362161+00:00
0,Test Engineer | Germany,hays,Resident Engineer (m/w/d),Hays Client,Soest,Remote,Contract,Can,,German,,,01.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-resident-engineer-soest-868817/1,2026-04-30T11:49:13.362459+00:00
0,Test Engineer | Germany,hays,Test Engineer(m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,English,,,31.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-schleswig-holstein-868559/1,2026-04-30T11:49:13.362735+00:00
0,Test Engineer | Germany,hays,Software Engineer (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,31.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-schleswig-holstein-868562/1,2026-04-30T11:49:13.363001+00:00
0,Test Engineer | Germany,hays,Auxiliary Engineer (m/w/d),Hays Client,Görlitz,On-site,Contract,,R,German,,,16.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-auxiliary-engineer-goerlitz-866258/1,2026-04-30T11:49:13.363891+00:00
0,Test Engineer | Germany,hays,KI - Engineer / AI - Engineer (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,"Python, Rag",R,German,,,13.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ki-engineer-ai-engineer-frankfurt-am-main-866190/1,2026-04-30T11:49:13.364173+00:00
0,Test Engineer | Germany,hays,SAP Basis Engineer - Schwerpunkt Berechtigung (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-basis-engineer-schwerpunkt-berechtigung-berlin-849198/1,2026-04-30T11:49:13.364739+00:00
0,Test Engineer | Germany,hays,Software Engineer (Fokus: Input Management) (m/w/d),Hays Client,"Nürnberg, Hamburg oder Köln",On-site,Contract,C,C#,German,,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-fokus--input-management-nuernberg-hamburg-oder-koeln-859399/1,2026-04-30T11:49:13.365009+00:00
0,Testingenieur | Germany,hays,Versuchsingenieur Thermomanagement (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,27.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versuchsingenieur-thermomanagement-mannheim-871950/1,2026-04-30T11:49:43.205451+00:00
0,Test Automation | Germany,hays,Technical Documentation Reviewer (m/w/d),Hays Client,Singen,On-site,Contract,,,German,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technical-documentation-reviewer-singen-872597/1,2026-04-30T11:50:08.311773+00:00
0,Test Automation | Germany,hays,Software Developer Industrial Automation (m/w/d),Hays Client,Baden-Württemberg,On-site,Contract,"Hil, Sil",R,German,,,24.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-industrial-automation-baden-wuerttemberg-871973/1,2026-04-30T11:50:08.312349+00:00
0,Test Automation | Germany,hays,Business Controller  (m/w/d),Hays Client,Weimar,On-site,Contract,,,German,,,21.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-business-controller--weimar-870452/1,2026-04-30T11:50:08.312628+00:00
0,Test Automation | Germany,hays,Automatisierungstechniker  (m/w/d),Hays Client,Mannheim,On-site,Contract,,,German,,,17.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automatisierungstechniker--mannheim-862607/1,2026-04-30T11:50:08.313152+00:00
0,Test Automation | Germany,hays,"SAP Manufacturing Specialist, Schwerpunkt SAP PP | Produktionsprozesse | S/4HANA (m/w/d)",Hays Client,Region Nürnberg (Altdorf) und Oberpfalz (Hohenfels),On-site,Contract,,R,German,,,09.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-manufacturing-specialist-schwerpunkt-sap-pp---produktionsprozesse---s-4hana-region-nuernberg-altdorf-und-oberpfalz-hohenfels-869422/1,2026-04-30T11:50:08.313968+00:00
0,Test Automation | Germany,hays,Teamlead Reporting & Anayltics  (m/w/d),Hays Client,Köln,On-site,Contract,,R,German,,,07.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-teamlead-reporting-anayltics--koeln-865541/1,2026-04-30T11:50:08.314526+00:00
0,Test Automation | Germany,hays,Qualitätsprüfer (Messtechnik) Schwerpunkt Wareneingang & 3D-Messtechnik (m/w/d),Hays Client,Ellerbek,On-site,Contract,,,German,,,31.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-qualitaetspruefer-messtechnik-schwerpunkt-wareneingang-3d-messtechnik-ellerbek-868210/1,2026-04-30T11:50:08.314780+00:00
0,Test Automation | Germany,hays,Mitarbeiter Prüfeld (m/w/d),Hays Client,Königswinter,On-site,Contract,,Associate,German,,,30.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mitarbeiter-pruefeld-koenigswinter-868364/1,2026-04-30T11:50:08.315039+00:00
0,Test Automation | Germany,hays,Ingenieur Energietechnik Sekundärtechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-energietechnik-sekundaertechnik-erlangen-830588/1,2026-04-30T11:50:08.316135+00:00
0,Test Automation | Germany,hays,Ingenieur Leittechnik Schaltanlagen (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-leittechnik-schaltanlagen-erlangen-852227/1,2026-04-30T11:50:08.316423+00:00
0,Python Developer | Germany,hays,Microsoft Fabrics Developer (m/f/d),Hays Client,remote,Remote,Contract,Python,"Jira, Sql, Agile, Sql Server",English,,,27.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-microsoft-fabrics-developer-remote-872011/1,2026-04-30T11:50:32.442472+00:00
0,Python Developer | Germany,hays,Python Software Developer – Forecasting & Analytics | Aircraft Engine Services (m/f/d),Hays Client,Berlin,On-site,Contract,"Ci/Cd, Python",Agile,English,,,22.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-python-software-developer--forecasting-analytics---aircraft-engine-services-berlin-871239/1,2026-04-30T11:50:32.442766+00:00
0,Python Developer | Germany,hays,Full Stack Developer iPEN (m/w/d),Hays Client,Remote,Remote,Contract,Ci/Cd,"Gitlab Ci, R, Azure, Kubernetes, Gitlab",German,,,21.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-full-stack-developer-ipen-remote-862735/1,2026-04-30T11:50:32.443041+00:00
0,Python Developer | Germany,hays,Embedded Software Developer (m/w/d),Hays Client,Poing,On-site,Contract,,R,German,,,16.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-developer-poing-870349/1,2026-04-30T11:50:32.443329+00:00
0,Python Developer | Germany,hays,SAS Developer (m/f/d),Hays Client,Vienna and Remote,Remote,Contract,,"Agile, Sql",English,,,15.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sas-developer-vienna-and-remote-870204/1,2026-04-30T11:50:32.443595+00:00
0,Python Developer | Germany,hays,Python Developer with Node.js Maintenance Skills (m/f/d),Hays Client,Vienna,On-site,Contract,"Ci/Cd, Langchain, Llm, Prompt Engineering, Python","Kotlin, Node.Js",English,,,10.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-python-developer-with-nodejs-maintenance-skills-vienna-869579/1,2026-04-30T11:50:32.443870+00:00
0,Python Developer | Germany,hays,Frontend Entwickler  (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,01.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-frontend-entwickler--duesseldorf-854809/1,2026-04-30T11:50:32.444125+00:00
0,Python Developer | Germany,hays,GitHub Enterprise Spezialist (m/w/d),Hays Client,Hannover,On-site,Contract,"Ci/Cd, Github Actions, Java, Python","Github, R, Kubernetes",German,,,12.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-github-enterprise-spezialist-hannover-840643/1,2026-04-30T11:50:32.444411+00:00
0,Python Developer | Germany,hays,UI Prototyping Developer (m/w/d),Hays Client,Affalterbach,On-site,Contract,,R,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ui-prototyping-developer-affalterbach-865539/1,2026-04-30T11:50:32.444670+00:00
0,Python Test | Germany,hays,Sensor Development Engineer (m/f/d),Hays Client,Zug,On-site,Contract,,,English,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sensor-development-engineer-zug-871915/1,2026-04-30T11:50:55.949444+00:00
0,Python Test | Germany,hays,ICT Administration & Application Manager (m/w/d),Hays Client,Magdeburg,On-site,Contract,"Ci/Cd, Python","Golang, Gitlab Ci, Openshift, R, Argocd, Kubernetes, Gitlab",German,,,22.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ict-administration-application-manager-magdeburg-871371/1,2026-04-30T11:50:55.950410+00:00
0,Python Test | Germany,hays,Laserentwicklungsingenieur (m/w/d),Hays Client,Südlich von Hannover,On-site,Contract,,,German,,,21.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-laserentwicklungsingenieur-suedlich-von-hannover-871268/1,2026-04-30T11:50:55.950673+00:00
0,Python Test | Germany,hays,Data Engineer Nearshore (m/f/d),Hays Client,Hamburg,On-site,Contract,"Ci/Cd, Python","Devops, Gcp, Databricks, Aws, Azure, Spark",English,,,16.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-engineer-nearshore-hamburg-868221/1,2026-04-30T11:50:55.951194+00:00
0,Python Test | Germany,hays,Chief Technology Officer (CTO)  (m/w/d),Hays Client,Kiel,Hybrid,Contract,,R,German,,,13.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-chief-technology-officer-cto--kiel-869541/1,2026-04-30T11:50:55.951741+00:00
0,Python Test | Germany,hays,Software Ingenieur (m/w/d),Hays Client,Bremen,On-site,Contract,,"Product Owner, Scrum Master, R, Scrum",German,,,09.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-ingenieur-bremen-866221/1,2026-04-30T11:50:55.952263+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-04-30T11:50:55.953065+00:00
0,Python Test | Germany,hays,IT Security Specialist – Regulatory & Technical Security  (m/w/d),Hays Client,München,On-site,Contract,,,German,,,26.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-security-specialist--regulatory-technical-security--muenchen-867614/1,2026-04-30T11:50:55.953622+00:00
