relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,freelancermap,Senior Projektmanager RZ Migration / Bank,Freelancermap Client,Eschborn Deutschland,On-site,Freelance,,Senior,English,Senior,,24.04.2026,https://www.freelancermap.de/projekt/senior-projektmanager-rz-migration-bank,2026-04-27T12:09:34.617866+00:00
14,Tester | Germany,freelancermap,"Cisco Meraki Netzwerk Carve-out – Planung, Ausleuchtung und Konfiguration für Standort mit 6 Etagen",AB IN DIE CLOUD GmbH,Hamburg Deutschland,Remote,Freelance,Go,"R, Freelancer",German,Freelancer,,23.04.2026,https://www.freelancermap.de/projekt/cisco-meraki-netzwerk-carve-out-planung-ausleuchtung-und-konfiguration-fuer-standort-mit-6-etagen,2026-04-27T12:09:34.618189+00:00
14,Tester | Germany,freelancermap,ServiceNow Technical Architect,Freelancermap Client,Germany Deutschland,On-site,Freelance,,Architect,English,Architect,,23.04.2026,https://www.freelancermap.de/projekt/servicenow-technical-architect-2993474,2026-04-27T12:09:34.618340+00:00
14,Tester | Germany,freelancermap,Protel Air Experte für Systemoptimierung gesucht,Freelancermap Client,23820 Pronstorf | Lübeck Deutschland,On-site,Freelance,,"Expert, R",English,Expert,,25.04.2026,https://www.freelancermap.de/projekt/protel-air-experte-fuer-systemoptimierung-gesucht,2026-04-27T12:09:34.618486+00:00
14,Tester | Germany,freelancermap,SAP Consultant/Business Analyst -  Logistics & Procurement - Supplier Portal Project,Freelancermap Client,Berlin Deutschland,On-site,Freelance,,Consultant,English,Consultant,,22.04.2026,https://www.freelancermap.de/projekt/technical-business-analyst-for-sap-based-supplier-portal,2026-04-27T12:09:34.618639+00:00
14,Tester | Germany,freelancermap,Cisco Meraki Network Architect – WLAN   Campus LAN (w/m/d),Freelancermap Client,Hamburg Deutschland,On-site,Freelance,,Architect,English,Architect,,12:00,https://www.freelancermap.de/projekt/cisco-meraki-network-architect-wlan-campus-lan-w-m-d,2026-04-27T12:09:34.619634+00:00
14,Tester | Germany,freelancermap,"Study Hall Mentor:in — Software Engineering (Deutschsprachig C2/Muttersprache, Remote, Freelance)",MSIT,Berlin Deutschland,Remote,Freelance,Python,"Lead, R, Sql, Git, Graduate, Agile",German,Lead,,11:58,https://www.freelancermap.de/projekt/study-hall-mentor-in-software-engineering-deutschsprachig-c2-muttersprache-remote-freelance,2026-04-27T12:09:34.620045+00:00
14,Tester | Germany,freelancermap,"FSA260507P3A1: Senior MM Consultant (Hybrid, Rosenberg)",Freelancermap Client,Rosenberg Deutschland,Hybrid,Freelance,,"Senior, Consultant",English,"Consultant, Senior",,11:54,https://www.freelancermap.de/projekt/fsa260507p3a1-senior-mm-consultant-hybrid-rosenberg,2026-04-27T12:09:34.620469+00:00
0,Tester | Germany,freelancermap,Fachplaner Elektro (m/w/d) - 80% Remote (20% vor Ort nähe Bremen oder Hamburg),Freelancermap Client,Hamburg Deutschland,Remote,Freelance,,,English,,,24.04.2026,https://www.freelancermap.de/projekt/fachplaner-elektro-m-w-d-80-prozent-remote-20-prozent-vor-ort-naehe-bremen-oder-hamburg,2026-04-27T12:09:34.617675+00:00
0,Tester | Germany,freelancermap,VueJS / React Frontend Developer [gn],Freelancermap Client,Koblenz  Deutschland,On-site,Freelance,,React,English,,,21.04.2026,https://www.freelancermap.de/projekt/vuejs-react-frontend-developer-gn,2026-04-27T12:09:34.618040+00:00
0,Tester | Germany,freelancermap,Information Developer / Technical Documentation Specialist (m/w/d),Freelancermap Client,Berlin Dresden Deutschland,On-site,Freelance,,,English,,,20.04.2026,https://www.freelancermap.de/projekt/information-developer-technical-documentation-specialist-m-w-d,2026-04-27T12:09:34.618782+00:00
0,Tester | Germany,freelancermap,IT Network Engineer (m/w/d),Freelancermap Client,Dresden Berlin und Remote Deutschland,Remote,Freelance,,,German,,,21.04.2026,https://www.freelancermap.de/projekt/it-network-engineer-m-w-d-2992191,2026-04-27T12:09:34.618941+00:00
0,Tester | Germany,freelancermap,Projektleitung Network Operations Center (NOC),Freelancermap Client,Schwerin Deutschland,On-site,Freelance,,,English,,,12:01,https://www.freelancermap.de/projekt/projektleitung-network-operations-center-noc,2026-04-27T12:09:34.619085+00:00
0,Tester | Germany,freelancermap,Production Management Production / GMP Manufacturing,Freelancermap Client,Dessau  Deutschland,On-site,Freelance,,,English,,,12:00,https://www.freelancermap.de/projekt/production-management-production-gmp-manufacturing,2026-04-27T12:09:34.619230+00:00
0,Tester | Germany,freelancermap,EMV-Tester (w/m/d),Freelancermap Client,Berlin Deutschland,On-site,Freelance,,,English,,,12:00,https://www.freelancermap.de/projekt/emv-tester-w-m-d,2026-04-27T12:09:34.619359+00:00
0,Tester | Germany,freelancermap,Teilprojektleiter SAP Utilities (w/m/d) Schwerpunkt Marktkommunikation UTILMD,Freelancermap Client,Nürnberg Deutschland,On-site,Freelance,,,English,,,12:00,https://www.freelancermap.de/projekt/teilprojektleiter-sap-utilities-w-m-d-schwerpunkt-marktkommunikation-utilmd,2026-04-27T12:09:34.619494+00:00
0,Tester | Germany,freelancermap,Projektbearbeitung HLS-Gewerke,Freelancermap Client,Frankfurt am Main Deutschland,On-site,Freelance,,,English,,,11:59,https://www.freelancermap.de/projekt/projektbearbeitung-hls-gewerke,2026-04-27T12:09:34.619756+00:00
