relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,Senior ICT Test Engineer (m/w/d),Hays Client,Bern,On-site,Contract,,Senior,German,Senior,,11.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-ict-test-engineer-bern-874021/1,2026-05-18T13:58:22.122388+00:00
14,Tester | Germany,hays,Energy Trading Senior Tester (Only Nearshore) (m/f/d),Hays Client,Remote,Remote,Contract,,Senior,English,Senior,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energy-trading-senior-tester-only-nearshore-remote-872036/1,2026-05-18T13:58:22.123196+00:00
14,Tester | Germany,hays,Experte SAP Testing (m/w/d),Hays Client,Hybrid,Hybrid,Contract,Go,"Expert, Jira",German,Expert,,16.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-experte-sap-testing-hybrid-870000/1,2026-05-18T13:58:22.123711+00:00
14,QA Engineer | Germany,hays,Senior Backend Software Engineer (m/w/d),Hays Client,Hamburg,On-site,Contract,Java,"Kubernetes, Spring Boot, Mongodb, Microservices, Senior, Postgresql",German,Senior,,03.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-backend-software-engineer-hamburg-846394/1,2026-05-18T13:58:54.850887+00:00
14,Testingenieur | Germany,hays,Senior HiL Testingenieur (Motoren) (m/w/d),Hays Client,Friedrichshafen,On-site,Contract,Hil,Senior,German,Senior,,22.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-hil-testingenieur-motoren-friedrichshafen-871448/1,2026-05-18T13:59:47.015376+00:00
14,Test Automation | Germany,hays,Projektmanager Technik / Pentester  (m/w/d),Hays Client,München,On-site,Contract,,"Expert, R",German,Expert,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-projektmanager-technik-pentester--muenchen-877325/1,2026-05-18T14:00:22.240513+00:00
14,Test Automation | Germany,hays,Cybersecurity Auditor / Consultant (m/w/d),Hays Client,München,On-site,Contract,,"Consultant, R",German,Consultant,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cybersecurity-auditor-consultant-muenchen-877327/1,2026-05-18T14:00:22.240773+00:00
14,Test Automation | Germany,hays,Senior Document Automation Specialist (Hypatos) (m/w/d),Hays Client,Remote,Remote,Contract,Go,"R, Senior, Jira",German,Senior,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-document-automation-specialist-hypatos-remote-873733/1,2026-05-18T14:00:22.241559+00:00
14,Test Automation | Germany,hays,Finance & Regulatory Reporting Transformation Expert (m/w/d),Hays Client,remote,Remote,Contract,,Expert,German,Expert,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-finance-regulatory-reporting-transformation-expert-remote-870867/1,2026-05-18T14:00:22.241811+00:00
14,Python Test | Germany,hays,Senior Credit Risk Manager (m/w/d),Hays Client,Stuttgart,On-site,Contract,,"Senior, R",German,Senior,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-credit-risk-manager-stuttgart-872585/1,2026-05-18T14:01:44.797448+00:00
14,Python Test | Germany,hays,Senior Python Entwickler (m/w/d),Hays Client,München,On-site,Contract,Python,"Senior, Fastapi, R",German,Senior,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-python-entwickler-muenchen-865759/1,2026-05-18T14:01:44.800221+00:00
14,Firmware Engineer | Germany,hays,Senior Embedded Security Engineer – AI & Edge Platforms (m/f/d),Hays Client,Gratkorn,On-site,Contract,Firmware,Senior,English,Senior,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-embedded-security-engineer--ai-edge-platforms-gratkorn-871424/1,2026-05-18T14:02:24.639718+00:00
0,Tester | Germany,hays,Softwareentwickler für Testautomatisierung  (m/w/d),Hays Client,Chemnitz,On-site,Contract,Test Automation,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-fuer-testautomatisierung--chemnitz-877306/1,2026-05-18T13:58:22.121761+00:00
0,Tester | Germany,hays,SAP Tester (m/w/d),Hays Client,Wien,On-site,Contract,,R,German,,,11.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-tester-wien-874104/1,2026-05-18T13:58:22.122107+00:00
0,Tester | Germany,hays,Softwaretester für Steuergerätesoftware (m/w/d),Hays Client,Erlangen,On-site,Contract,Sil,R,German,,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwaretester-fuer-steuergeraetesoftware-erlangen-873778/1,2026-05-18T13:58:22.122650+00:00
0,Tester | Germany,hays,Operativer Tester Funktionserprobung Gesamtmaschine (m/w/d),Hays Client,Region Koblenz,On-site,Contract,,R,German,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-operativer-tester-funktionserprobung-gesamtmaschine-region-koblenz-872718/1,2026-05-18T13:58:22.122913+00:00
0,Tester | Germany,hays,RF/HF Testingenieur  (m/w/d),Hays Client,Backnang,On-site,Contract,,"Intern, R",German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-rf-hf-testingenieur--backnang-871417/1,2026-05-18T13:58:22.123464+00:00
